theta1_init,theta2_init,theta1,theta2,x1,y1,x2,y2
0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0
0.0,2.0943951023931953,-0.49306192309055186,0.24882158484793324,-0.47332531315811593,-0.8808877044911976,-0.22706330649835654,-1.8500909979626492
0.0,4.1887902047863905,0.4930621604463713,6.034363702669413,0.47332552224192553,-0.8808875921446552,0.2270634965254584,-1.8500908807740437
0.0,6.283185307179586,-2.083667027707747e-12,6.283185307183231,-2.083667027707747e-12,-1.0,1.5611722773817377e-12,-2.0
2.0943951023931953,0.0,0.563546547604681,6.173089301698758,0.5341876815798055,-0.8453659094430012,0.42431395601558625,-1.839311463500485
2.0943951023931953,2.0943951023931953,3.114847930493538,13.239814975483451,0.026741534881739765,0.999642381210485,0.6504235978861144,0.21796426057091678
2.0943951023931953,4.1887902047863905,1.054188248490768,36.36658190657847,0.8694995627830369,-0.49393371045121803,-0.10224903581198208,-0.7299520595866547
2.0943951023931953,6.283185307179586,0.5672419596297726,12.455676120884611,0.5373080023689191,-0.8433860981723149,0.42683943203740227,-1.837265716118528
4.1887902047863905,0.0,5.7195860171446045,-6.173080288099897,-0.5342322674893504,-0.8453377339106466,-0.4243495829030815,-1.8392822975700664
4.1887902047863905,2.0943951023931953,5.196469883761733,-27.415630021712598,-0.8851030659174512,-0.4653950608929236,-1.642099342558991,0.18802412856423167
4.1887902047863905,4.1887902047863905,3.161794564914429,-6.9525185512234104,-0.020200537228023674,0.9997959483293074,-0.6406637685051519,0.21556041060282505
4.1887902047863905,6.283185307179586,5.716133063100384,0.11066411704928533,-0.537147989242529,-0.8434880186776265,-0.4267096094719221,-1.8373709918055714
6.283185307179586,0.0,6.283185307246727,-8.728245950472404e-11,6.714071452945144e-11,-1.0,-2.01417449752726e-11,-2.0
6.283185307179586,2.0943951023931953,5.790121693055773,0.24882281464528028,-0.47332680276784733,-0.8808869040810899,-0.2270636041846351,-1.8500898946994462
6.283185307179586,4.1887902047863905,6.776248800814883,6.0343626629517635,0.47332669663108684,-0.8808869611115283,0.22706366321698743,-1.8500899936974187
6.283185307179586,6.283185307179586,6.283185309519173,6.283185303868068,2.339586945717948e-09,-1.0,-9.719314700013075e-10,-2.0
