theta1_init,theta2_init,theta1,theta2,x1,y1,x2,y2
0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-2.0
0.0,1.2566370614359172,0.25845980609556746,-0.01321971553696077,0.25559181960417116,-0.9667847856433348,0.24237248911203013,-1.9666974064764453
0.0,2.5132741228718345,-0.6649212062280369,-1.3489978171137835,-0.6169971266709364,-0.7869654031022002,-1.5925005097867089,-1.0069498333005267
0.0,3.7699111843077517,0.6649223307251928,7.632180777909787,0.6169980116109038,-0.7869647092901885,1.5925008785561356,-1.0069514283930325
0.0,5.026548245743669,-0.2584603170716246,6.296405964893737,-0.25559231360801565,-0.9667846550419084,-0.242372041021017,-1.9666972634196234
0.0,6.283185307179586,-2.083667027707747e-12,6.283185307183231,-2.083667027707747e-12,-1.0,1.5611722773817377e-12,-2.0
1.2566370614359172,0.0,-0.4635069649470952,-0.42064322333456466,-0.44708779521137104,-0.894490080086434,-0.8554354839907446,-1.8073165504895132
1.2566370614359172,1.2566370614359172,-1.2559698149041667,-1.254367154120844,-0.950850114079004,-0.3096515146999044,-1.9012027408920869,-0.6208265212628888
1.2566370614359172,2.5132741228718345,1.5978830486963198,12.116351670304812,0.9996331771770087,0.027083409811156922,0.5646505850249735,-0.8733554523692224
1.2566370614359172,3.7699111843077517,-0.5963642879659863,-20.394639835595946,-0.5616380655470212,-0.827383033019532,-1.5613075196743251,-0.8530926126508379
1.2566370614359172,5.026548245743669,0.5818474470723308,5.613589065532333,0.5495683211673176,-0.8354487778250298,-0.0711011407163602,-1.6195211080886516
1.2566370614359172,6.283185307179586,-0.4635072341243371,5.862542724758846,-0.4470880359877275,-0.894489959740542,-0.855435139723913,-1.8073166918591128
2.5132741228718345,0.0,-1.0311202516067928,10.242291598242057,-0.8578751777667762,-0.513858131561253,-1.5873225000261382,0.17017885870217297
2.5132741228718345,1.2566370614359172,1.0521581081109002,-21.71176805382763,0.8684950168937261,-0.49569789754523513,0.5927347746904713,0.4655285527878808
2.5132741228718345,2.5132741228718345,-7.0913028708376755,1.8269276402492123,-0.7229879549492834,-0.6908606350040889,0.24438935293397834,-0.4375206575182347
2.5132741228718345,3.7699111843077517,-8.563559350081261,15.395422294615743,-0.7586370672679459,0.6515134689068908,-0.4511595640350224,1.6030688193756102
2.5132741228718345,5.026548245743669,1.482487389154203,13.622779753031178,0.9961032991123674,-0.08819420330984117,1.866697689182759,-0.5801956341796741
2.5132741228718345,6.283185307179586,-1.0288140790145501,16.520338327899037,-0.8566878520035006,-0.5158351715709468,-1.5826105821294536,0.17194109283956827
3.7699111843077517,0.0,7.314282447454579,-10.242238662558623,0.8578633015918904,-0.5138779580618936,1.5872744128636724,0.17019764503564694
3.7699111843077517,1.2566370614359172,4.800282939643231,-7.333031205562326,-0.9961398120311138,-0.08778083439235063,-1.8634863508227688,-0.585485547697475
3.7699111843077517,2.5132741228718345,14.848892707468979,-9.107576050993265,0.7572358344812467,0.6531415550839572,0.4453265481613805,1.6032534417096493
3.7699111843077517,3.7699111843077517,14.614625670716727,1.141548625624387,0.8881655631539246,0.4595235928953724,1.7974446669997697,0.043336722235933045
3.7699111843077517,5.026548245743669,5.773456405748478,30.10232819595661,-0.48794062915961994,-0.8728768197261938,-1.4550471557420765,-1.127248528533632
3.7699111843077517,6.283185307179586,7.312535700169864,-3.9551629641148227,0.8569643783962149,-0.5153756437395824,1.5837086547666783,0.1715324700302081
5.026548245743669,0.0,6.746692055637017,0.4206442422350373,0.4470876015635032,-0.8944901768762998,0.855436220421987,-1.8073162312132522
5.026548245743669,1.2566370614359172,5.701339472540644,0.6696317858527014,-0.5495669740610997,-0.835449663966254,0.07113035665849088,-1.6194999325317174
5.026548245743669,2.5132741228718345,6.8655862063486355,26.685444929482102,0.5500306178525796,-0.8351444901480878,1.5498669507589093,-0.8532361291126178
5.026548245743669,3.7699111843077517,4.68567363553495,-5.837482383457686,-0.9996431663985026,0.026712167129901005,-0.568550926046488,-0.8755956962450565
5.026548245743669,5.026548245743669,7.539155034448249,7.53755266516576,0.9508500869425337,-0.3096515980281326,1.901202777193392,-0.6208264108471596
5.026548245743669,6.283185307179586,6.74669243453641,6.703828133873132,0.4470879404852559,-0.894490007475015,0.8554352672001757,-1.807316639845466
6.283185307179586,0.0,6.283185307246727,-8.728245950472404e-11,6.714071452945144e-11,-1.0,-2.01417449752726e-11,-2.0
6.283185307179586,1.2566370614359172,6.541645478452243,-0.013220295223826773,0.25559217265180795,-0.9667846923069937,0.2423722625234557,-1.9666973054768637
6.283185307179586,2.5132741228718345,5.618262879510019,-1.3489956699801398,-0.6169980879027025,-0.7869646494756984,-1.5925009986802552,-1.0069511742096513
6.283185307179586,3.7699111843077517,6.948107577192012,7.632181958413092,0.6169979638320974,-0.7869647467498438,1.5925010904716983,-1.0069503142681762
6.283185307179586,5.026548245743669,6.02472296516696,6.296409205836748,-0.25559427128937934,-0.9667841374805708,-0.24237075804267055,-1.9666967030068843
6.283185307179586,6.283185307179586,6.283185309519173,6.283185303868068,2.339586945717948e-09,-1.0,-9.719314700013075e-10,-2.0
